,MTU (CET/CEST),Area,Actual Total Load (MW),Day-ahead Total Load Forecast (MW),start_time
249,11/01/2024 09:00 - 11/01/2024 10:00,BZN|FR,81640.0,83350.0,2024-01-11 09:00:00
250,11/01/2024 10:00 - 11/01/2024 11:00,BZN|FR,81183.0,82950.0,2024-01-11 10:00:00
251,11/01/2024 11:00 - 11/01/2024 12:00,BZN|FR,80882.0,82550.0,2024-01-11 11:00:00
252,11/01/2024 12:00 - 11/01/2024 13:00,BZN|FR,78897.0,82350.0,2024-01-11 12:00:00
253,11/01/2024 13:00 - 11/01/2024 14:00,BZN|FR,75928.0,80500.0,2024-01-11 13:00:00
254,11/01/2024 14:00 - 11/01/2024 15:00,BZN|FR,74500.0,80200.0,2024-01-11 14:00:00
255,11/01/2024 15:00 - 11/01/2024 16:00,BZN|FR,73001.0,78000.0,2024-01-11 15:00:00
256,11/01/2024 16:00 - 11/01/2024 17:00,BZN|FR,72312.0,75150.0,2024-01-11 16:00:00
257,11/01/2024 17:00 - 11/01/2024 18:00,BZN|FR,75311.0,76650.0,2024-01-11 17:00:00
258,11/01/2024 18:00 - 11/01/2024 19:00,BZN|FR,79400.0,81400.0,2024-01-11 18:00:00
259,11/01/2024 19:00 - 11/01/2024 20:00,BZN|FR,79979.0,83500.0,2024-01-11 19:00:00
260,11/01/2024 20:00 - 11/01/2024 21:00,BZN|FR,76711.0,80200.0,2024-01-11 20:00:00
261,11/01/2024 21:00 - 11/01/2024 22:00,BZN|FR,73436.0,76550.0,2024-01-11 21:00:00
262,11/01/2024 22:00 - 11/01/2024 23:00,BZN|FR,73598.0,74600.0,2024-01-11 22:00:00
263,11/01/2024 23:00 - 12/01/2024 00:00,BZN|FR,73211.0,75750.0,2024-01-11 23:00:00
264,12/01/2024 00:00 - 12/01/2024 01:00,BZN|FR,70877.0,71300.0,2024-01-12 00:00:00
265,12/01/2024 01:00 - 12/01/2024 02:00,BZN|FR,69624.0,69250.0,2024-01-12 01:00:00
266,12/01/2024 02:00 - 12/01/2024 03:00,BZN|FR,69038.0,69300.0,2024-01-12 02:00:00
267,12/01/2024 03:00 - 12/01/2024 04:00,BZN|FR,66776.0,67150.0,2024-01-12 03:00:00
268,12/01/2024 04:00 - 12/01/2024 05:00,BZN|FR,65786.0,66100.0,2024-01-12 04:00:00
269,12/01/2024 05:00 - 12/01/2024 06:00,BZN|FR,68026.0,67150.0,2024-01-12 05:00:00
270,12/01/2024 06:00 - 12/01/2024 07:00,BZN|FR,72886.0,71300.0,2024-01-12 06:00:00
271,12/01/2024 07:00 - 12/01/2024 08:00,BZN|FR,77833.0,76800.0,2024-01-12 07:00:00
272,12/01/2024 08:00 - 12/01/2024 09:00,BZN|FR,80173.0,79500.0,2024-01-12 08:00:00
273,12/01/2024 09:00 - 12/01/2024 10:00,BZN|FR,80469.0,80550.0,2024-01-12 09:00:00
274,12/01/2024 10:00 - 12/01/2024 11:00,BZN|FR,80220.0,80300.0,2024-01-12 10:00:00
275,12/01/2024 11:00 - 12/01/2024 12:00,BZN|FR,80094.0,79200.0,2024-01-12 11:00:00
276,12/01/2024 12:00 - 12/01/2024 13:00,BZN|FR,78846.0,77650.0,2024-01-12 12:00:00
277,12/01/2024 13:00 - 12/01/2024 14:00,BZN|FR,76501.0,74450.0,2024-01-12 13:00:00
278,12/01/2024 14:00 - 12/01/2024 15:00,BZN|FR,75251.0,73100.0,2024-01-12 14:00:00
279,12/01/2024 15:00 - 12/01/2024 16:00,BZN|FR,73674.0,70900.0,2024-01-12 15:00:00
280,12/01/2024 16:00 - 12/01/2024 17:00,BZN|FR,72331.0,69500.0,2024-01-12 16:00:00
281,12/01/2024 17:00 - 12/01/2024 18:00,BZN|FR,74841.0,71300.0,2024-01-12 17:00:00
282,12/01/2024 18:00 - 12/01/2024 19:00,BZN|FR,78360.0,75900.0,2024-01-12 18:00:00
283,12/01/2024 19:00 - 12/01/2024 20:00,BZN|FR,78340.0,77550.0,2024-01-12 19:00:00
284,12/01/2024 20:00 - 12/01/2024 21:00,BZN|FR,75375.0,75200.0,2024-01-12 20:00:00
285,12/01/2024 21:00 - 12/01/2024 22:00,BZN|FR,72591.0,72550.0,2024-01-12 21:00:00
286,12/01/2024 22:00 - 12/01/2024 23:00,BZN|FR,73107.0,71450.0,2024-01-12 22:00:00
287,12/01/2024 23:00 - 13/01/2024 00:00,BZN|FR,73010.0,73050.0,2024-01-12 23:00:00
288,13/01/2024 00:00 - 13/01/2024 01:00,BZN|FR,70607.0,70900.0,2024-01-13 00:00:00
289,13/01/2024 01:00 - 13/01/2024 02:00,BZN|FR,69430.0,68750.0,2024-01-13 01:00:00
290,13/01/2024 02:00 - 13/01/2024 03:00,BZN|FR,68581.0,68400.0,2024-01-13 02:00:00
291,13/01/2024 03:00 - 13/01/2024 04:00,BZN|FR,66039.0,65400.0,2024-01-13 03:00:00
292,13/01/2024 04:00 - 13/01/2024 05:00,BZN|FR,64534.0,63650.0,2024-01-13 04:00:00
293,13/01/2024 05:00 - 13/01/2024 06:00,BZN|FR,65072.0,63900.0,2024-01-13 05:00:00
294,13/01/2024 06:00 - 13/01/2024 07:00,BZN|FR,66628.0,65600.0,2024-01-13 06:00:00
295,13/01/2024 07:00 - 13/01/2024 08:00,BZN|FR,68978.0,67950.0,2024-01-13 07:00:00
296,13/01/2024 08:00 - 13/01/2024 09:00,BZN|FR,71783.0,70650.0,2024-01-13 08:00:00
297,13/01/2024 09:00 - 13/01/2024 10:00,BZN|FR,74716.0,73000.0,2024-01-13 09:00:00
298,13/01/2024 10:00 - 13/01/2024 11:00,BZN|FR,76364.0,74450.0,2024-01-13 10:00:00
299,13/01/2024 11:00 - 13/01/2024 12:00,BZN|FR,77084.0,74650.0,2024-01-13 11:00:00
300,13/01/2024 12:00 - 13/01/2024 13:00,BZN|FR,76879.0,74200.0,2024-01-13 12:00:00
301,13/01/2024 13:00 - 13/01/2024 14:00,BZN|FR,74100.0,70700.0,2024-01-13 13:00:00
302,13/01/2024 14:00 - 13/01/2024 15:00,BZN|FR,72326.0,68300.0,2024-01-13 14:00:00
303,13/01/2024 15:00 - 13/01/2024 16:00,BZN|FR,70988.0,66350.0,2024-01-13 15:00:00
304,13/01/2024 16:00 - 13/01/2024 17:00,BZN|FR,69759.0,65450.0,2024-01-13 16:00:00
305,13/01/2024 17:00 - 13/01/2024 18:00,BZN|FR,71930.0,67450.0,2024-01-13 17:00:00
306,13/01/2024 18:00 - 13/01/2024 19:00,BZN|FR,75694.0,72050.0,2024-01-13 18:00:00
307,13/01/2024 19:00 - 13/01/2024 20:00,BZN|FR,76579.0,74400.0,2024-01-13 19:00:00
308,13/01/2024 20:00 - 13/01/2024 21:00,BZN|FR,74367.0,72350.0,2024-01-13 20:00:00
309,13/01/2024 21:00 - 13/01/2024 22:00,BZN|FR,71869.0,69850.0,2024-01-13 21:00:00
310,13/01/2024 22:00 - 13/01/2024 23:00,BZN|FR,72597.0,69000.0,2024-01-13 22:00:00
311,13/01/2024 23:00 - 14/01/2024 00:00,BZN|FR,72808.0,71300.0,2024-01-13 23:00:00
312,14/01/2024 00:00 - 14/01/2024 01:00,BZN|FR,70655.0,70700.0,2024-01-14 00:00:00
313,14/01/2024 01:00 - 14/01/2024 02:00,BZN|FR,69040.0,68200.0,2024-01-14 01:00:00
314,14/01/2024 02:00 - 14/01/2024 03:00,BZN|FR,68087.0,67650.0,2024-01-14 02:00:00
315,14/01/2024 03:00 - 14/01/2024 04:00,BZN|FR,65548.0,64850.0,2024-01-14 03:00:00
316,14/01/2024 04:00 - 14/01/2024 05:00,BZN|FR,63809.0,62950.0,2024-01-14 04:00:00
317,14/01/2024 05:00 - 14/01/2024 06:00,BZN|FR,63843.0,62450.0,2024-01-14 05:00:00
318,14/01/2024 06:00 - 14/01/2024 07:00,BZN|FR,64532.0,63100.0,2024-01-14 06:00:00
319,14/01/2024 07:00 - 14/01/2024 08:00,BZN|FR,65818.0,64450.0,2024-01-14 07:00:00
320,14/01/2024 08:00 - 14/01/2024 09:00,BZN|FR,67739.0,66150.0,2024-01-14 08:00:00
321,14/01/2024 09:00 - 14/01/2024 10:00,BZN|FR,70771.0,68250.0,2024-01-14 09:00:00
322,14/01/2024 10:00 - 14/01/2024 11:00,BZN|FR,73621.0,70600.0,2024-01-14 10:00:00
323,14/01/2024 11:00 - 14/01/2024 12:00,BZN|FR,74723.0,71750.0,2024-01-14 11:00:00
324,14/01/2024 12:00 - 14/01/2024 13:00,BZN|FR,74178.0,72750.0,2024-01-14 12:00:00
325,14/01/2024 13:00 - 14/01/2024 14:00,BZN|FR,70859.0,69350.0,2024-01-14 13:00:00
326,14/01/2024 14:00 - 14/01/2024 15:00,BZN|FR,69039.0,67050.0,2024-01-14 14:00:00
327,14/01/2024 15:00 - 14/01/2024 16:00,BZN|FR,67896.0,65900.0,2024-01-14 15:00:00
328,14/01/2024 16:00 - 14/01/2024 17:00,BZN|FR,66646.0,65050.0,2024-01-14 16:00:00
329,14/01/2024 17:00 - 14/01/2024 18:00,BZN|FR,69053.0,66800.0,2024-01-14 17:00:00
330,14/01/2024 18:00 - 14/01/2024 19:00,BZN|FR,73480.0,71550.0,2024-01-14 18:00:00
331,14/01/2024 19:00 - 14/01/2024 20:00,BZN|FR,74716.0,74300.0,2024-01-14 19:00:00
332,14/01/2024 20:00 - 14/01/2024 21:00,BZN|FR,72070.0,72150.0,2024-01-14 20:00:00
333,14/01/2024 21:00 - 14/01/2024 22:00,BZN|FR,69317.0,69600.0,2024-01-14 21:00:00
334,14/01/2024 22:00 - 14/01/2024 23:00,BZN|FR,69085.0,68000.0,2024-01-14 22:00:00
335,14/01/2024 23:00 - 15/01/2024 00:00,BZN|FR,68565.0,69600.0,2024-01-14 23:00:00
336,15/01/2024 00:00 - 15/01/2024 01:00,BZN|FR,66220.0,69550.0,2024-01-15 00:00:00
337,15/01/2024 01:00 - 15/01/2024 02:00,BZN|FR,64642.0,67200.0,2024-01-15 01:00:00
338,15/01/2024 02:00 - 15/01/2024 03:00,BZN|FR,64095.0,67450.0,2024-01-15 02:00:00
339,15/01/2024 03:00 - 15/01/2024 04:00,BZN|FR,61997.0,65100.0,2024-01-15 03:00:00
340,15/01/2024 04:00 - 15/01/2024 05:00,BZN|FR,61048.0,64000.0,2024-01-15 04:00:00
341,15/01/2024 05:00 - 15/01/2024 06:00,BZN|FR,63584.0,65650.0,2024-01-15 05:00:00
342,15/01/2024 06:00 - 15/01/2024 07:00,BZN|FR,68910.0,70150.0,2024-01-15 06:00:00
343,15/01/2024 07:00 - 15/01/2024 08:00,BZN|FR,73955.0,76000.0,2024-01-15 07:00:00
344,15/01/2024 08:00 - 15/01/2024 09:00,BZN|FR,76362.0,79250.0,2024-01-15 08:00:00
345,15/01/2024 09:00 - 15/01/2024 10:00,BZN|FR,77092.0,79700.0,2024-01-15 09:00:00
346,15/01/2024 10:00 - 15/01/2024 11:00,BZN|FR,77031.0,80200.0,2024-01-15 10:00:00
347,15/01/2024 11:00 - 15/01/2024 12:00,BZN|FR,76201.0,80100.0,2024-01-15 11:00:00
348,15/01/2024 12:00 - 15/01/2024 13:00,BZN|FR,74580.0,79650.0,2024-01-15 12:00:00
349,15/01/2024 13:00 - 15/01/2024 14:00,BZN|FR,72070.0,77000.0,2024-01-15 13:00:00
350,15/01/2024 14:00 - 15/01/2024 15:00,BZN|FR,71050.0,76000.0,2024-01-15 14:00:00
351,15/01/2024 15:00 - 15/01/2024 16:00,BZN|FR,69896.0,74750.0,2024-01-15 15:00:00
352,15/01/2024 16:00 - 15/01/2024 17:00,BZN|FR,69015.0,73800.0,2024-01-15 16:00:00
353,15/01/2024 17:00 - 15/01/2024 18:00,BZN|FR,71315.0,74850.0,2024-01-15 17:00:00
354,15/01/2024 18:00 - 15/01/2024 19:00,BZN|FR,75988.0,78850.0,2024-01-15 18:00:00
355,15/01/2024 19:00 - 15/01/2024 20:00,BZN|FR,76920.0,80500.0,2024-01-15 19:00:00
356,15/01/2024 20:00 - 15/01/2024 21:00,BZN|FR,73565.0,77000.0,2024-01-15 20:00:00
357,15/01/2024 21:00 - 15/01/2024 22:00,BZN|FR,70205.0,73250.0,2024-01-15 21:00:00
358,15/01/2024 22:00 - 15/01/2024 23:00,BZN|FR,70367.0,71500.0,2024-01-15 22:00:00
359,15/01/2024 23:00 - 16/01/2024 00:00,BZN|FR,70146.0,73750.0,2024-01-15 23:00:00
360,16/01/2024 00:00 - 16/01/2024 01:00,BZN|FR,68082.0,68150.0,2024-01-16 00:00:00
361,16/01/2024 01:00 - 16/01/2024 02:00,BZN|FR,67219.0,66500.0,2024-01-16 01:00:00
362,16/01/2024 02:00 - 16/01/2024 03:00,BZN|FR,66876.0,67250.0,2024-01-16 02:00:00
363,16/01/2024 03:00 - 16/01/2024 04:00,BZN|FR,65149.0,64850.0,2024-01-16 03:00:00
364,16/01/2024 04:00 - 16/01/2024 05:00,BZN|FR,64433.0,63300.0,2024-01-16 04:00:00
365,16/01/2024 05:00 - 16/01/2024 06:00,BZN|FR,66964.0,64850.0,2024-01-16 05:00:00
366,16/01/2024 06:00 - 16/01/2024 07:00,BZN|FR,72310.0,69400.0,2024-01-16 06:00:00
367,16/01/2024 07:00 - 16/01/2024 08:00,BZN|FR,77563.0,75300.0,2024-01-16 07:00:00
368,16/01/2024 08:00 - 16/01/2024 09:00,BZN|FR,79883.0,79000.0,2024-01-16 08:00:00
369,16/01/2024 09:00 - 16/01/2024 10:00,BZN|FR,80410.0,79650.0,2024-01-16 09:00:00
370,16/01/2024 10:00 - 16/01/2024 11:00,BZN|FR,79641.0,79500.0,2024-01-16 10:00:00
371,16/01/2024 11:00 - 16/01/2024 12:00,BZN|FR,78112.0,78550.0,2024-01-16 11:00:00
372,16/01/2024 12:00 - 16/01/2024 13:00,BZN|FR,75717.0,77500.0,2024-01-16 12:00:00
373,16/01/2024 13:00 - 16/01/2024 14:00,BZN|FR,73020.0,74650.0,2024-01-16 13:00:00
374,16/01/2024 14:00 - 16/01/2024 15:00,BZN|FR,72474.0,73100.0,2024-01-16 14:00:00
375,16/01/2024 15:00 - 16/01/2024 16:00,BZN|FR,71736.0,72250.0,2024-01-16 15:00:00
376,16/01/2024 16:00 - 16/01/2024 17:00,BZN|FR,71209.0,71450.0,2024-01-16 16:00:00
377,16/01/2024 17:00 - 16/01/2024 18:00,BZN|FR,73650.0,72700.0,2024-01-16 17:00:00
378,16/01/2024 18:00 - 16/01/2024 19:00,BZN|FR,77420.0,77150.0,2024-01-16 18:00:00
379,16/01/2024 19:00 - 16/01/2024 20:00,BZN|FR,77676.0,79450.0,2024-01-16 19:00:00
380,16/01/2024 20:00 - 16/01/2024 21:00,BZN|FR,74008.0,76000.0,2024-01-16 20:00:00
381,16/01/2024 21:00 - 16/01/2024 22:00,BZN|FR,70574.0,72050.0,2024-01-16 21:00:00
382,16/01/2024 22:00 - 16/01/2024 23:00,BZN|FR,70182.0,70150.0,2024-01-16 22:00:00
383,16/01/2024 23:00 - 17/01/2024 00:00,BZN|FR,69311.0,71350.0,2024-01-16 23:00:00
384,17/01/2024 00:00 - 17/01/2024 01:00,BZN|FR,66587.0,68000.0,2024-01-17 00:00:00
385,17/01/2024 01:00 - 17/01/2024 02:00,BZN|FR,65112.0,66050.0,2024-01-17 01:00:00
386,17/01/2024 02:00 - 17/01/2024 03:00,BZN|FR,64232.0,65500.0,2024-01-17 02:00:00
387,17/01/2024 03:00 - 17/01/2024 04:00,BZN|FR,61656.0,63050.0,2024-01-17 03:00:00
388,17/01/2024 04:00 - 17/01/2024 05:00,BZN|FR,60377.0,61900.0,2024-01-17 04:00:00
389,17/01/2024 05:00 - 17/01/2024 06:00,BZN|FR,62121.0,63300.0,2024-01-17 05:00:00
390,17/01/2024 06:00 - 17/01/2024 07:00,BZN|FR,66342.0,67250.0,2024-01-17 06:00:00
391,17/01/2024 07:00 - 17/01/2024 08:00,BZN|FR,70475.0,72500.0,2024-01-17 07:00:00
392,17/01/2024 08:00 - 17/01/2024 09:00,BZN|FR,72837.0,76350.0,2024-01-17 08:00:00
393,17/01/2024 09:00 - 17/01/2024 10:00,BZN|FR,73572.0,77250.0,2024-01-17 09:00:00
394,17/01/2024 10:00 - 17/01/2024 11:00,BZN|FR,74004.0,77200.0,2024-01-17 10:00:00
395,17/01/2024 11:00 - 17/01/2024 12:00,BZN|FR,74552.0,76950.0,2024-01-17 11:00:00
396,17/01/2024 12:00 - 17/01/2024 13:00,BZN|FR,73572.0,76950.0,2024-01-17 12:00:00
397,17/01/2024 13:00 - 17/01/2024 14:00,BZN|FR,71465.0,74450.0,2024-01-17 13:00:00
398,17/01/2024 14:00 - 17/01/2024 15:00,BZN|FR,70634.0,72250.0,2024-01-17 14:00:00
399,17/01/2024 15:00 - 17/01/2024 16:00,BZN|FR,69185.0,70050.0,2024-01-17 15:00:00
400,17/01/2024 16:00 - 17/01/2024 17:00,BZN|FR,67586.0,68750.0,2024-01-17 16:00:00
401,17/01/2024 17:00 - 17/01/2024 18:00,BZN|FR,68332.0,70050.0,2024-01-17 17:00:00
402,17/01/2024 18:00 - 17/01/2024 19:00,BZN|FR,71936.0,74250.0,2024-01-17 18:00:00
403,17/01/2024 19:00 - 17/01/2024 20:00,BZN|FR,71737.0,76000.0,2024-01-17 19:00:00
404,17/01/2024 20:00 - 17/01/2024 21:00,BZN|FR,67763.0,72250.0,2024-01-17 20:00:00
405,17/01/2024 21:00 - 17/01/2024 22:00,BZN|FR,64252.0,68200.0,2024-01-17 21:00:00
406,17/01/2024 22:00 - 17/01/2024 23:00,BZN|FR,64037.0,66450.0,2024-01-17 22:00:00
407,17/01/2024 23:00 - 18/01/2024 00:00,BZN|FR,63359.0,67800.0,2024-01-17 23:00:00
408,18/01/2024 00:00 - 18/01/2024 01:00,BZN|FR,61244.0,62250.0,2024-01-18 00:00:00
409,18/01/2024 01:00 - 18/01/2024 02:00,BZN|FR,59770.0,60200.0,2024-01-18 01:00:00
410,18/01/2024 02:00 - 18/01/2024 03:00,BZN|FR,59087.0,60300.0,2024-01-18 02:00:00
411,18/01/2024 03:00 - 18/01/2024 04:00,BZN|FR,56917.0,57850.0,2024-01-18 03:00:00
412,18/01/2024 04:00 - 18/01/2024 05:00,BZN|FR,55779.0,56500.0,2024-01-18 04:00:00
413,18/01/2024 05:00 - 18/01/2024 06:00,BZN|FR,58049.0,57800.0,2024-01-18 05:00:00
414,18/01/2024 06:00 - 18/01/2024 07:00,BZN|FR,63023.0,62050.0,2024-01-18 06:00:00
415,18/01/2024 07:00 - 18/01/2024 08:00,BZN|FR,68205.0,67600.0,2024-01-18 07:00:00
416,18/01/2024 08:00 - 18/01/2024 09:00,BZN|FR,70596.0,71150.0,2024-01-18 08:00:00
417,18/01/2024 09:00 - 18/01/2024 10:00,BZN|FR,71639.0,72000.0,2024-01-18 09:00:00
418,18/01/2024 10:00 - 18/01/2024 11:00,BZN|FR,71931.0,71700.0,2024-01-18 10:00:00
419,18/01/2024 11:00 - 18/01/2024 12:00,BZN|FR,71848.0,71200.0,2024-01-18 11:00:00
420,18/01/2024 12:00 - 18/01/2024 13:00,BZN|FR,70898.0,70600.0,2024-01-18 12:00:00
421,18/01/2024 13:00 - 18/01/2024 14:00,BZN|FR,68849.0,68050.0,2024-01-18 13:00:00
422,18/01/2024 14:00 - 18/01/2024 15:00,BZN|FR,68138.0,67250.0,2024-01-18 14:00:00
423,18/01/2024 15:00 - 18/01/2024 16:00,BZN|FR,67209.0,66650.0,2024-01-18 15:00:00
424,18/01/2024 16:00 - 18/01/2024 17:00,BZN|FR,66484.0,66250.0,2024-01-18 16:00:00
425,18/01/2024 17:00 - 18/01/2024 18:00,BZN|FR,69162.0,67650.0,2024-01-18 17:00:00
426,18/01/2024 18:00 - 18/01/2024 19:00,BZN|FR,73922.0,72400.0,2024-01-18 18:00:00
427,18/01/2024 19:00 - 18/01/2024 20:00,BZN|FR,74746.0,74600.0,2024-01-18 19:00:00
428,18/01/2024 20:00 - 18/01/2024 21:00,BZN|FR,71376.0,71400.0,2024-01-18 20:00:00
429,18/01/2024 21:00 - 18/01/2024 22:00,BZN|FR,68604.0,67850.0,2024-01-18 21:00:00
430,18/01/2024 22:00 - 18/01/2024 23:00,BZN|FR,68842.0,66200.0,2024-01-18 22:00:00
431,18/01/2024 23:00 - 19/01/2024 00:00,BZN|FR,68871.0,68650.0,2024-01-18 23:00:00
432,19/01/2024 00:00 - 19/01/2024 01:00,BZN|FR,67084.0,66000.0,2024-01-19 00:00:00
433,19/01/2024 01:00 - 19/01/2024 02:00,BZN|FR,66257.0,64150.0,2024-01-19 01:00:00
434,19/01/2024 02:00 - 19/01/2024 03:00,BZN|FR,66192.0,64300.0,2024-01-19 02:00:00
435,19/01/2024 03:00 - 19/01/2024 04:00,BZN|FR,64656.0,62350.0,2024-01-19 03:00:00
436,19/01/2024 04:00 - 19/01/2024 05:00,BZN|FR,64252.0,61100.0,2024-01-19 04:00:00
437,19/01/2024 05:00 - 19/01/2024 06:00,BZN|FR,66777.0,62400.0,2024-01-19 05:00:00
438,19/01/2024 06:00 - 19/01/2024 07:00,BZN|FR,72348.0,66750.0,2024-01-19 06:00:00
439,19/01/2024 07:00 - 19/01/2024 08:00,BZN|FR,78082.0,72750.0,2024-01-19 07:00:00
440,19/01/2024 08:00 - 19/01/2024 09:00,BZN|FR,80861.0,76150.0,2024-01-19 08:00:00
441,19/01/2024 09:00 - 19/01/2024 10:00,BZN|FR,81567.0,76500.0,2024-01-19 09:00:00
442,19/01/2024 10:00 - 19/01/2024 11:00,BZN|FR,80592.0,75800.0,2024-01-19 10:00:00
443,19/01/2024 11:00 - 19/01/2024 12:00,BZN|FR,79145.0,75000.0,2024-01-19 11:00:00
444,19/01/2024 12:00 - 19/01/2024 13:00,BZN|FR,76952.0,74200.0,2024-01-19 12:00:00
445,19/01/2024 13:00 - 19/01/2024 14:00,BZN|FR,73925.0,71600.0,2024-01-19 13:00:00
446,19/01/2024 14:00 - 19/01/2024 15:00,BZN|FR,72619.0,69750.0,2024-01-19 14:00:00
447,19/01/2024 15:00 - 19/01/2024 16:00,BZN|FR,71300.0,68500.0,2024-01-19 15:00:00
448,19/01/2024 16:00 - 19/01/2024 17:00,BZN|FR,70243.0,67550.0,2024-01-19 16:00:00
449,19/01/2024 17:00 - 19/01/2024 18:00,BZN|FR,73520.0,69050.0,2024-01-19 17:00:00
450,19/01/2024 18:00 - 19/01/2024 19:00,BZN|FR,78088.0,74450.0,2024-01-19 18:00:00
451,19/01/2024 19:00 - 19/01/2024 20:00,BZN|FR,78489.0,76250.0,2024-01-19 19:00:00
452,19/01/2024 20:00 - 19/01/2024 21:00,BZN|FR,75809.0,73900.0,2024-01-19 20:00:00
453,19/01/2024 21:00 - 19/01/2024 22:00,BZN|FR,72994.0,71100.0,2024-01-19 21:00:00
454,19/01/2024 22:00 - 19/01/2024 23:00,BZN|FR,73621.0,69450.0,2024-01-19 22:00:00
455,19/01/2024 23:00 - 20/01/2024 00:00,BZN|FR,73789.0,71150.0,2024-01-19 23:00:00
456,20/01/2024 00:00 - 20/01/2024 01:00,BZN|FR,71650.0,72200.0,2024-01-20 00:00:00
457,20/01/2024 01:00 - 20/01/2024 02:00,BZN|FR,70426.0,70300.0,2024-01-20 01:00:00
458,20/01/2024 02:00 - 20/01/2024 03:00,BZN|FR,69955.0,70550.0,2024-01-20 02:00:00
459,20/01/2024 03:00 - 20/01/2024 04:00,BZN|FR,67514.0,68000.0,2024-01-20 03:00:00
460,20/01/2024 04:00 - 20/01/2024 05:00,BZN|FR,66298.0,66150.0,2024-01-20 04:00:00
461,20/01/2024 05:00 - 20/01/2024 06:00,BZN|FR,67033.0,66150.0,2024-01-20 05:00:00
462,20/01/2024 06:00 - 20/01/2024 07:00,BZN|FR,68809.0,67800.0,2024-01-20 06:00:00
463,20/01/2024 07:00 - 20/01/2024 08:00,BZN|FR,71612.0,70450.0,2024-01-20 07:00:00
464,20/01/2024 08:00 - 20/01/2024 09:00,BZN|FR,74540.0,73100.0,2024-01-20 08:00:00
465,20/01/2024 09:00 - 20/01/2024 10:00,BZN|FR,77078.0,75600.0,2024-01-20 09:00:00
466,20/01/2024 10:00 - 20/01/2024 11:00,BZN|FR,77198.0,76450.0,2024-01-20 10:00:00
467,20/01/2024 11:00 - 20/01/2024 12:00,BZN|FR,76099.0,75550.0,2024-01-20 11:00:00
468,20/01/2024 12:00 - 20/01/2024 13:00,BZN|FR,74273.0,74400.0,2024-01-20 12:00:00
469,20/01/2024 13:00 - 20/01/2024 14:00,BZN|FR,70055.0,70800.0,2024-01-20 13:00:00
470,20/01/2024 14:00 - 20/01/2024 15:00,BZN|FR,67549.0,67800.0,2024-01-20 14:00:00
471,20/01/2024 15:00 - 20/01/2024 16:00,BZN|FR,65855.0,66350.0,2024-01-20 15:00:00
472,20/01/2024 16:00 - 20/01/2024 17:00,BZN|FR,64967.0,64050.0,2024-01-20 16:00:00
473,20/01/2024 17:00 - 20/01/2024 18:00,BZN|FR,68388.0,65150.0,2024-01-20 17:00:00
474,20/01/2024 18:00 - 20/01/2024 19:00,BZN|FR,74235.0,70350.0,2024-01-20 18:00:00
475,20/01/2024 19:00 - 20/01/2024 20:00,BZN|FR,75695.0,72900.0,2024-01-20 19:00:00
476,20/01/2024 20:00 - 20/01/2024 21:00,BZN|FR,73537.0,71450.0,2024-01-20 20:00:00
477,20/01/2024 21:00 - 20/01/2024 22:00,BZN|FR,71490.0,69200.0,2024-01-20 21:00:00
478,20/01/2024 22:00 - 20/01/2024 23:00,BZN|FR,72394.0,68750.0,2024-01-20 22:00:00
479,20/01/2024 23:00 - 21/01/2024 00:00,BZN|FR,72637.0,71550.0,2024-01-20 23:00:00
480,21/01/2024 00:00 - 21/01/2024 01:00,BZN|FR,70782.0,71400.0,2024-01-21 00:00:00
481,21/01/2024 01:00 - 21/01/2024 02:00,BZN|FR,69129.0,69350.0,2024-01-21 01:00:00
482,21/01/2024 02:00 - 21/01/2024 03:00,BZN|FR,68240.0,69000.0,2024-01-21 02:00:00
483,21/01/2024 03:00 - 21/01/2024 04:00,BZN|FR,65599.0,65950.0,2024-01-21 03:00:00
484,21/01/2024 04:00 - 21/01/2024 05:00,BZN|FR,63859.0,63700.0,2024-01-21 04:00:00
485,21/01/2024 05:00 - 21/01/2024 06:00,BZN|FR,63587.0,62650.0,2024-01-21 05:00:00
486,21/01/2024 06:00 - 21/01/2024 07:00,BZN|FR,63992.0,62950.0,2024-01-21 06:00:00
487,21/01/2024 07:00 - 21/01/2024 08:00,BZN|FR,64851.0,64050.0,2024-01-21 07:00:00
488,21/01/2024 08:00 - 21/01/2024 09:00,BZN|FR,66223.0,65200.0,2024-01-21 08:00:00
489,21/01/2024 09:00 - 21/01/2024 10:00,BZN|FR,68230.0,67400.0,2024-01-21 09:00:00
490,21/01/2024 10:00 - 21/01/2024 11:00,BZN|FR,69820.0,69400.0,2024-01-21 10:00:00
491,21/01/2024 11:00 - 21/01/2024 12:00,BZN|FR,70280.0,69400.0,2024-01-21 11:00:00
492,21/01/2024 12:00 - 21/01/2024 13:00,BZN|FR,69206.0,68950.0,2024-01-21 12:00:00
493,21/01/2024 13:00 - 21/01/2024 14:00,BZN|FR,64944.0,65050.0,2024-01-21 13:00:00
494,21/01/2024 14:00 - 21/01/2024 15:00,BZN|FR,62846.0,61700.0,2024-01-21 14:00:00
495,21/01/2024 15:00 - 21/01/2024 16:00,BZN|FR,61353.0,59950.0,2024-01-21 15:00:00
496,21/01/2024 16:00 - 21/01/2024 17:00,BZN|FR,60013.0,58350.0,2024-01-21 16:00:00
497,21/01/2024 17:00 - 21/01/2024 18:00,BZN|FR,62307.0,59500.0,2024-01-21 17:00:00
